学期id,新学期课程序号,课程代码,课程名称,课程教师,平均分,最高分,最低分,预测人数,实际人数,90-100比例,80-89.9比例,70-79.9比例,60-69.9比例,0-59.9比例
562,0520	,b4013040,仪器分析I,吴益华,81.2,97,70,32,32,9.4%,50%,28.1%,12.5%,0%
622,0450	,b4011056,机械设计课程设计,孙俊,82.6,97,62,35,34,5.9%,29.4%,55.9%,8.8%,0%
622,0450	,b4011056,机械设计课程设计,孙俊,83.9,93,70,52,52,1.9%,38.5%,53.8%,5.8%,0%
622,1242	,b2021043,第二外语（英语）II,梁雪,60,60,60,1,1,0%,0%,0%,0%,100%
622,0610	,b1050004,中国概况,姚若冰,90.5,91,90,2,2,100%,0%,0%,0%,0%
622,0610	,b1050004,中国概况,姚若冰,80,80,80,1,1,0%,0%,100%,0%,0%
562,0610	,b1050004,中国概况,姚若冰,83.7,90,76,10,10,20%,60%,20%,0%,0%
622,0368	,b2021013,基础英语II,吴黄知,86,97,71,32,32,25%,53.1%,18.8%,3.1%,0%
562,0368	,b2021013,基础英语II,吴黄知,83.2,95,61,28,26,15.4%,57.7%,15.4%,7.7%,3.8%
622,0615	,b1050010,基础汉语II,马思鸣,71.7,92,0,29,29,10.3%,27.6%,20.7%,17.2%,24.1%
622,0927	,b2011050,工程力学II,姜馨,55.6,81,33,58,56,0%,0%,1.8%,7.1%,91.1%
622,0927	,b2011050,工程力学II,姜馨,59.2,93,41,38,38,2.6%,2.6%,7.9%,0%,86.8%
602,0927	,b2011050,工程力学II,姜馨,75.2,94,60,47,46,8.7%,13%,8.7%,43.5%,26.1%
562,0927	,b2011050,工程力学II,姜馨,63.9,87,33,100,99,0%,4%,4%,21.2%,70.7%
622,0925	,b2011050,工程力学II,王庆生,59.6,96,27,54,54,5.6%,5.6%,5.6%,7.4%,75.9%
622,0925	,b2011050,工程力学II,王庆生,38,38,38,1,1,0%,0%,0%,0%,100%
562,0925	,b2011050,工程力学II,王庆生,66.7,100,18,103,102,15.7%,5.9%,10.8%,15.7%,52%
622,0264	,b4012089,嵌入式系统设计综合训练（2）,"陈志毅,石林祥",80.4,96,70,35,35,17.1%,40%,42.9%,0%,0%
562,0264	,b4012089,嵌入式系统设计综合训练（2）,"陈志毅,石林祥",74.2,92,62,48,48,4.2%,16.7%,18.8%,50%,10.4%
562,0264	,b4012089,嵌入式系统设计综合训练（2）,"陈志毅,石林祥",73.8,90,62,32,32,3.1%,18.8%,25%,34.4%,18.8%
622,0478	,b4012003,Web项目课程设计,闫昱,71.4,93,15,71,71,1.4%,4.2%,42.3%,43.7%,8.5%
622,0478	,b4012003,Web项目课程设计,闫昱,77,90,34,75,75,0%,18.7%,30.7%,48%,2.7%
562,0478	,b4012003,Web项目课程设计,闫昱,77.6,93,61,51,51,5.9%,17.6%,45.1%,19.6%,11.8%
562,0478	,b4012003,Web项目课程设计,闫昱,79.1,93,66,21,21,4.8%,23.8%,42.9%,28.6%,0%
622,0558	,b4012040,嵌入式系统工程训练,胡金艳,76.9,95,60,42,42,21.4%,23.8%,28.6%,26.2%,0%
602,0558	,b4012040,嵌入式系统工程训练,胡金艳,67.7,73,60,6,6,0%,0%,50%,50%,0%
562,0558	,b4012040,嵌入式系统工程训练,胡金艳,76.5,98,20,45,45,15.6%,33.3%,31.1%,11.1%,8.9%
622,0118	,b0022158,工匠中国#,陈敏俐,88.4,92,86,23,23,73.9%,26.1%,0%,0%,0%
622,0997	,b1090001,基础工程训练,顾鸿良,84.6,91,79,36,35,45.7%,48.6%,5.7%,0%,0%
622,0997	,b1090001,基础工程训练,顾鸿良,84.6,92,68,35,35,54.3%,34.3%,8.6%,2.9%,0%
622,1784	,b2021015,基础英语IV,周洲,66.1,77,50,28,28,0%,0%,7.1%,32.1%,60.7%
622,1784	,b2021015,基础英语IV,周洲,64.4,76,47,27,24,0%,0%,4.2%,37.5%,58.3%
562,1784	,b2021015,基础英语IV,周洲,72.4,80,64,27,27,0%,0%,48.1%,40.7%,11.1%
562,1784	,b2021015,基础英语IV,周洲,71.6,88,60,27,26,0%,7.7%,23.1%,53.8%,15.4%
622,0614	,b1100007,形势与政策（模块2）,常小勇,80.1,97,12,85,85,8.2%,68.2%,17.6%,4.7%,1.2%
622,0614	,b1100007,形势与政策（模块2）,常小勇,79,90,24,84,84,6%,78.6%,8.3%,3.6%,3.6%
622,0614	,b1100007,形势与政策（模块2）,常小勇,78.4,94,12,88,88,5.7%,79.5%,9.1%,2.3%,3.4%
622,0614	,b1100007,形势与政策（模块2）,常小勇,73.6,87,0,88,88,3.4%,72.7%,11.4%,3.4%,9.1%
622,0614	,b1100007,形势与政策（模块2）,常小勇,73.6,87,0,86,86,2.3%,68.6%,17.4%,3.5%,8.1%
622,0614	,b1100007,形势与政策（模块2）,常小勇,77.8,90,24,87,87,11.5%,66.7%,13.8%,4.6%,3.4%
562,0614	,b1100007,形势与政策（模块2）,常小勇,77.5,93,24,81,81,11.1%,50.6%,28.4%,4.9%,4.9%
562,0614	,b1100007,形势与政策（模块2）,常小勇,74,90,0,82,82,6.1%,57.3%,23.2%,3.7%,9.8%
562,0614	,b1100007,形势与政策（模块2）,常小勇,77.3,90,28,81,81,2.5%,65.4%,24.7%,3.7%,3.7%
622,0370	,b2021018,口译理论与实践,李竹君,87.5,94,76,20,19,15.8%,78.9%,5.3%,0%,0%
622,0370	,b2021018,口译理论与实践,李竹君,86.8,94,70,27,27,11.1%,88.9%,0%,0%,0%
622,0370	,b2021018,口译理论与实践,李竹君,88.1,94,77,31,30,16.7%,73.3%,10%,0%,0%
602,0370	,b2021018,口译理论与实践,李竹君,86,95,80,33,32,18.8%,62.5%,18.8%,0%,0%
562,0370	,b2021018,口译理论与实践,李竹君,83.2,90,74,26,25,4%,60%,36%,0%,0%
562,0370	,b2021018,口译理论与实践,李竹君,84.6,92,81,42,41,4.9%,75.6%,19.5%,0%,0%
562,0370	,b2021018,口译理论与实践,李竹君,84.3,91,81,19,16,6.2%,68.8%,25%,0%,0%
622,1787	,b2021019,跨文化交际,王录,85,91,76,31,30,20%,80%,0%,0%,0%
622,1787	,b2021019,跨文化交际,王录,85.9,93,75,29,29,34.5%,55.2%,10.3%,0%,0%
622,1787	,b2021019,跨文化交际,王录,73,73,73,1,1,0%,0%,100%,0%,0%
562,1787	,b2021019,跨文化交际,王录,84.2,92,81,27,27,22.2%,70.4%,7.4%,0%,0%
562,1787	,b2021019,跨文化交际,王录,84,91,79,27,27,14.8%,66.7%,18.5%,0%,0%
622,0373	,b2021020,美国文学史及选读,徐菊,82.5,94,71,24,23,17.4%,39.1%,34.8%,8.7%,0%
622,0373	,b2021020,美国文学史及选读,徐菊,86,92,80,27,26,11.5%,80.8%,7.7%,0%,0%
622,0373	,b2021020,美国文学史及选读,徐菊,84.3,93,64,28,27,14.8%,66.7%,7.4%,7.4%,3.7%
622,0373	,b2021020,美国文学史及选读,徐菊,83.9,95,67,40,38,21.1%,50%,13.2%,15.8%,0%
602,0373	,b2021020,美国文学史及选读,徐菊,77.5,85,70,2,2,0%,50%,50%,0%,0%
562,0373	,b2021020,美国文学史及选读,徐菊,79.7,96,52,16,12,25%,16.7%,33.3%,16.7%,8.3%
562,0373	,b2021020,美国文学史及选读,徐菊,82.1,97,51,45,45,17.8%,33.3%,31.1%,8.9%,8.9%
562,0373	,b2021020,美国文学史及选读,徐菊,81.2,95,66,27,26,15.4%,34.6%,26.9%,19.2%,3.8%
562,0373	,b2021020,美国文学史及选读,徐菊,83.4,93,64,34,32,12.5%,56.2%,21.9%,9.4%,0%
622,0375	,b2021022,商务沟通,李金凤,79.1,86,70,30,29,0%,20.7%,58.6%,20.7%,0%
622,0375	,b2021022,商务沟通,李金凤,81,89,65,30,30,0%,56.7%,23.3%,16.7%,3.3%
622,0375	,b2021022,商务沟通,李金凤,77,77,77,1,1,0%,100%,0%,0%,0%
622,0375	,b2021022,商务沟通,李金凤,78.6,90,62,26,25,0%,28%,48%,20%,4%
562,0375	,b2021022,商务沟通,李金凤,81.1,91,68,32,32,0%,46.9%,40.6%,12.5%,0%
562,0375	,b2021022,商务沟通,李金凤,80.8,90,62,19,19,0%,47.4%,31.6%,15.8%,5.3%
562,0375	,b2021022,商务沟通,李金凤,79.2,87,70,30,30,0%,23.3%,56.7%,20%,0%
622,0378	,b2021028,英语国家概况,王录,81.6,88,76,34,34,0%,55.9%,44.1%,0%,0%
622,0378	,b2021028,英语国家概况,王录,82.4,85,78,32,32,0%,68.8%,31.2%,0%,0%
562,0378	,b2021028,英语国家概况,王录,73.3,92,60,34,34,11.8%,14.7%,14.7%,14.7%,44.1%
562,0378	,b2021028,英语国家概况,王录,78.4,89,60,23,23,13%,30.4%,26.1%,8.7%,21.7%
562,0378	,b2021028,英语国家概况,王录,81.2,91,60,34,33,27.3%,30.3%,12.1%,21.2%,9.1%
622,1001	,b2011158,运筹学,白跃伟,71.1,91,44,33,31,0%,22.6%,9.7%,25.8%,41.9%
602,1001	,b2011158,运筹学,白跃伟,89,89,89,1,1,100%,0%,0%,0%,0%
562,1001	,b2011158,运筹学,白跃伟,65.6,92,42,34,34,2.9%,5.9%,17.6%,8.8%,64.7%
622,1902	,b1070031,男网-1,李婉榕,79.5,95,63,36,36,16.7%,36.1%,27.8%,19.4%,0%
622,1902	,b1070031,男网-1,李婉榕,78.1,93,60,35,35,11.4%,40%,28.6%,20%,0%
622,1902	,b1070031,男网-1,李婉榕,77.4,95,60,36,36,11.1%,33.3%,30.6%,25%,0%
562,1902	,b1070031,男网-1,李婉榕,79.6,95,62,40,40,15%,35%,37.5%,12.5%,0%
562,1902	,b1070031,男网-1,李婉榕,71.2,95,0,40,40,7.5%,32.5%,35%,15%,10%
622,1940	,b1070027,男乒-1,胡摇华,76.1,93,0,36,36,11.1%,44.4%,36.1%,2.8%,5.6%
622,1940	,b1070027,男乒-1,胡摇华,81.3,95,0,36,36,11.1%,63.9%,16.7%,5.6%,2.8%
622,1940	,b1070027,男乒-1,胡摇华,80.3,95,0,35,35,11.4%,62.9%,17.1%,5.7%,2.9%
562,1940	,b1070027,男乒-1,胡摇华,76.3,95,62,38,38,7.9%,26.3%,42.1%,23.7%,0%
562,1940	,b1070027,男乒-1,胡摇华,69.9,93,0,39,39,2.6%,10.3%,35.9%,48.7%,2.6%
562,1940	,b1070027,男乒-1,胡摇华,70.5,95,0,40,40,12.5%,10%,32.5%,40%,5%
562,1940	,b1070027,男乒-1,胡摇华,80.1,95,65,40,40,5%,50%,37.5%,7.5%,0%
562,1940	,b1070027,男乒-1,胡摇华,71.2,95,0,39,39,5.1%,30.8%,38.5%,17.9%,7.7%
562,1940	,b1070027,男乒-1,胡摇华,76.4,87,60,40,40,0%,35%,57.5%,7.5%,0%
622,1927	,b1070019,男篮-1,邓家平,73.9,95,0,36,36,2.8%,25%,44.4%,25%,2.8%
622,1927	,b1070019,男篮-1,邓家平,75.7,93,0,35,35,8.6%,34.3%,37.1%,17.1%,2.9%
622,1927	,b1070019,男篮-1,邓家平,77.5,95,0,36,36,16.7%,50%,22.2%,5.6%,5.6%
622,1927	,b1070019,男篮-1,邓家平,75.7,95,0,37,37,21.6%,29.7%,32.4%,10.8%,5.4%
622,1927	,b1070019,男篮-1,邓家平,71.6,95,0,37,37,8.1%,35.1%,40.5%,8.1%,8.1%
622,1927	,b1070019,男篮-1,邓家平,76.1,95,0,37,37,18.9%,35.1%,24.3%,16.2%,5.4%
562,1927	,b1070019,男篮-1,邓家平,77.6,95,61,40,39,12.8%,30.8%,35.9%,20.5%,0%
562,1927	,b1070019,男篮-1,邓家平,77.6,95,61,40,40,7.5%,35%,37.5%,20%,0%
562,1927	,b1070019,男篮-1,邓家平,78.2,95,53,41,40,10%,45%,27.5%,15%,2.5%
562,1927	,b1070019,男篮-1,邓家平,78.8,94,63,41,40,22.5%,25%,37.5%,15%,0%
562,1927	,b1070019,男篮-1,邓家平,79.3,95,61,40,40,12.5%,40%,35%,12.5%,0%
622,1904	,b1070039,男足-1,孙玮,79.1,95,0,34,34,14.7%,41.2%,38.2%,2.9%,2.9%
622,1904	,b1070039,男足-1,孙玮,70.8,95,0,37,37,8.1%,27%,24.3%,35.1%,5.4%
562,1904	,b1070039,男足-1,孙玮,66.2,95,0,42,42,9.5%,23.8%,23.8%,28.6%,14.3%
562,1904	,b1070039,男足-1,孙玮,72.5,95,0,41,41,7.3%,26.8%,46.3%,14.6%,4.9%
622,1906	,b1070055,女乒-1,董立红,84.1,95,72,36,35,14.3%,65.7%,20%,0%,0%
622,1906	,b1070055,女乒-1,董立红,86.4,93,77,37,37,29.7%,64.9%,5.4%,0%,0%
622,1906	,b1070055,女乒-1,董立红,84.8,95,72,37,36,11.1%,75%,13.9%,0%,0%
562,1906	,b1070055,女乒-1,董立红,83.9,93,65,40,40,22.5%,55%,20%,2.5%,0%
562,1906	,b1070055,女乒-1,董立红,85.6,92,71,41,41,24.4%,68.3%,7.3%,0%,0%
562,1906	,b1070055,女乒-1,董立红,85.7,93,71,42,42,28.6%,61.9%,9.5%,0%,0%
622,1455	,g0061011,计算机应用基础,杨亮涛,74,93,48,52,52,0%,15.4%,13.5%,40.4%,30.8%
622,1455	,g0061011,计算机应用基础,杨亮涛,80.4,96,61,60,60,13.3%,20%,21.7%,23.3%,21.7%
622,1455	,g0061011,计算机应用基础,杨亮涛,75,75,75,2,2,0%,0%,0%,100%,0%
602,1455	,g0061011,计算机应用基础,杨亮涛,74.2,98,39,71,71,1.4%,18.3%,16.9%,18.3%,45.1%
602,1455	,g0061011,计算机应用基础,杨亮涛,77.4,96,61,26,23,4.3%,17.4%,21.7%,13%,43.5%
602,1455	,g0061011,计算机应用基础,杨亮涛,73.7,94,47,55,55,0%,12.7%,14.5%,30.9%,41.8%
562,1455	,g0061011,计算机应用基础,杨亮涛,79.3,95,43,75,75,17.3%,32%,22.7%,16%,12%
562,1455	,g0061011,计算机应用基础,杨亮涛,77.9,96,60,55,54,5.6%,27.8%,42.6%,18.5%,5.6%
562,1455	,g0061011,计算机应用基础,杨亮涛,70.5,71,70,2,2,0%,0%,0%,100%,0%
561,1455	,g0061011,计算机应用基础,杨亮涛,78.2,97,46,47,45,11.1%,28.9%,26.7%,20%,13.3%
561,1455	,g0061011,计算机应用基础,杨亮涛,74.8,99,0,56,55,14.5%,23.6%,14.5%,27.3%,20%
622,0594	,g0061011,计算机应用基础,梁海英,76.3,93,39,58,56,3.6%,19.6%,21.4%,26.8%,28.6%
602,0594	,g0061011,计算机应用基础,梁海英,69.8,90,30,60,60,0%,1.7%,11.7%,38.3%,48.3%
562,0594	,g0061011,计算机应用基础,梁海英,75.5,92,60,75,75,1.3%,22.7%,24%,25.3%,26.7%
561,0594	,g0061011,计算机应用基础,梁海英,76.8,91,64,70,70,2.9%,20%,34.3%,31.4%,11.4%
622,0587	,g0061011,计算机应用基础,毕烨,82.8,97,61,56,55,3.6%,40%,25.5%,12.7%,18.2%
622,0933	,b2011051,工程统计学,聂黎,72.5,97,31,28,26,15.4%,15.4%,15.4%,11.5%,42.3%
622,0934	,b2011055,工业机器人及应用,姚国强,85,99,63,25,25,40%,32%,16%,12%,0%
622,0934	,b2011055,工业机器人及应用,姚国强,71.5,78,65,2,2,0%,0%,100%,0%,0%
602,0934	,b2011055,工业机器人及应用,姚国强,77.5,91,62,46,46,6.5%,37%,21.7%,17.4%,17.4%
602,0934	,b2011055,工业机器人及应用,姚国强,74.9,95,31,31,31,9.7%,25.8%,19.4%,25.8%,19.4%
602,0934	,b2011055,工业机器人及应用,姚国强,75.6,95,50,44,44,6.8%,18.2%,40.9%,13.6%,20.5%
622,0936	,b2011058,供应链与物流管理,陈驻民,82.5,89,72,41,41,0%,48.8%,51.2%,0%,0%
562,0936	,b2011058,供应链与物流管理,陈驻民,82.3,93,62,49,49,10.2%,38.8%,32.7%,14.3%,4.1%
622,0937	,b2011062,光电传感与检测,陈宝玉,76.1,91,61,44,39,0%,12.8%,43.6%,35.9%,7.7%
562,0937	,b2011062,光电传感与检测,陈宝玉,76.5,92,63,40,39,7.7%,41%,38.5%,12.8%,0%
622,1907	,b1070059,女网-1,李婉榕,80,95,0,36,36,11.1%,52.8%,27.8%,5.6%,2.8%
622,1907	,b1070059,女网-1,李婉榕,79.2,95,0,35,35,22.9%,31.4%,34.3%,8.6%,2.9%
622,1907	,b1070059,女网-1,李婉榕,80.3,91,68,36,36,2.8%,44.4%,47.2%,5.6%,0%
562,1907	,b1070059,女网-1,李婉榕,80.4,95,0,40,40,20%,45%,27.5%,5%,2.5%
562,1907	,b1070059,女网-1,李婉榕,78.9,95,0,42,42,9.5%,40.5%,42.9%,4.8%,2.4%
562,1907	,b1070059,女网-1,李婉榕,80.2,91,64,42,42,2.4%,57.1%,35.7%,4.8%,0%
622,0940	,b2011073,机械创新设计,张艳雷,85.5,96,73,23,23,47.8%,17.4%,26.1%,8.7%,0%
622,0356	,b2011074,机械工程测试技术,孙芳方,63.7,96,24,60,59,5.1%,15.3%,15.3%,18.6%,45.8%
602,0356	,b2011074,机械工程测试技术,孙芳方,71.6,97,44,16,16,18.8%,25%,6.2%,18.8%,31.2%
562,0356	,b2011074,机械工程测试技术,孙芳方,65.3,87,36,41,41,0%,14.6%,12.2%,19.5%,53.7%
622,0943	,b2011075,机械工程基础,蒋佳,63.4,95,24,40,39,2.6%,12.8%,5.1%,10.3%,69.2%
622,0943	,b2011075,机械工程基础,蒋佳,57.7,72,41,3,3,0%,0%,0%,33.3%,66.7%
602,0943	,b2011075,机械工程基础,蒋佳,59.5,81,30,18,17,0%,11.8%,5.9%,11.8%,70.6%
622,0944	,b2011077,机械设计,谢斌,71.1,99,27,55,54,14.8%,24.1%,16.7%,13%,31.5%
602,0944	,b2011077,机械设计,谢斌,75.1,96,45,35,34,20.6%,17.6%,14.7%,17.6%,29.4%
562,0944	,b2011077,机械设计,谢斌,70.6,95,39,35,33,9.1%,27.3%,15.2%,15.2%,33.3%
562,0944	,b2011077,机械设计,谢斌,74.2,97,30,43,43,20.9%,20.9%,18.6%,16.3%,23.3%
561,0944	,b2011077,机械设计,谢斌,77.9,95,40,39,38,23.7%,23.7%,18.4%,13.2%,21.1%
622,0357	,b2011079,机械原理,张艳雷,69.6,95,32,35,35,5.7%,5.7%,17.1%,31.4%,40%
622,0357	,b2011079,机械原理,张艳雷,63.6,90,32,52,52,0%,1.9%,15.4%,21.2%,61.5%
622,0357	,b2011079,机械原理,张艳雷,62.1,81,34,11,8,0%,0%,50%,12.5%,37.5%
602,0357	,b2011079,机械原理,张艳雷,78.6,96,39,28,24,8.3%,25%,37.5%,20.8%,8.3%
562,0357	,b2011079,机械原理,张艳雷,70.6,92,31,46,44,2.3%,6.8%,27.3%,22.7%,40.9%
562,0357	,b2011079,机械原理,张艳雷,67.7,93,42,85,85,1.2%,1.2%,12.9%,35.3%,49.4%
562,0357	,b2011079,机械原理,张艳雷,65.7,82,30,27,23,0%,0%,13%,26.1%,60.9%
622,0947	,b2011079,机械原理,吴俊,56.1,86,26,39,39,0%,5.1%,5.1%,12.8%,76.9%
622,0952	,b2011080,机械制造基础,蔡池兰,75.8,96,38,37,36,8.3%,19.4%,33.3%,11.1%,27.8%
622,0952	,b2011080,机械制造基础,蔡池兰,72.7,91,40,52,52,0%,19.2%,23.1%,26.9%,30.8%
602,0952	,b2011080,机械制造基础,蔡池兰,71,95,27,64,63,6.3%,7.9%,31.7%,25.4%,28.6%
622,0953	,b2011080,机械制造基础,李庆梅,63.4,86,30,34,31,0%,3.2%,19.4%,32.3%,45.2%
561,0953	,b2011080,机械制造基础,李庆梅,66.8,89,32,43,41,0%,7.3%,14.6%,19.5%,58.5%
622,0958	,b2011081,机械制造技术,李宁,74.2,86,43,46,46,0%,15.2%,34.8%,26.1%,23.9%
602,0958	,b2011081,机械制造技术,李宁,55.9,67,33,9,7,0%,0%,0%,0%,100%
562,0958	,b2011081,机械制造技术,李宁,75,94,25,34,32,3.1%,21.9%,31.2%,15.6%,28.1%
622,0960	,b2011082,基础工业工程,伍小燕,65,87,46,30,28,0%,7.1%,3.6%,21.4%,67.9%
562,0960	,b2011082,基础工业工程,伍小燕,67.2,85,50,32,32,0%,3.1%,15.6%,12.5%,68.8%
622,0963	,b2011090,控制工程基础,安双利,57.5,91,15,60,56,3.6%,8.9%,17.9%,14.3%,55.4%
562,0963	,b2011090,控制工程基础,安双利,62.8,92,21,54,54,7.4%,13%,11.1%,16.7%,51.9%
622,0965	,b2011097,汽车底盘构造,张弦,68.8,96,22,59,58,6.9%,20.7%,13.8%,20.7%,37.9%
562,0965	,b2011097,汽车底盘构造,张弦,63.2,95,23,73,72,2.8%,8.3%,13.9%,19.4%,55.6%
622,0966	,b2011099,汽车电器设备,周平,70.4,98,21,62,62,21%,24.2%,14.5%,3.2%,37.1%
622,0966	,b2011099,汽车电器设备,周平,78.3,90,68,3,3,33.3%,0%,33.3%,33.3%,0%
562,0966	,b2011099,汽车电器设备,周平,62.7,96,18,75,73,11%,11%,19.2%,13.7%,45.2%
622,0967	,b2011103,汽车设计,梁彩平,76.4,99,44,71,70,5.7%,25.7%,30%,20%,18.6%
622,0967	,b2011103,汽车设计,梁彩平,80,80,80,1,1,0%,0%,100%,0%,0%
562,0967	,b2011103,汽车设计,梁彩平,81.6,98,49,40,40,20%,42.5%,17.5%,12.5%,7.5%
622,0968	,b2011104,汽车生产过程控制,冯威,76.9,92,62,71,70,8.6%,35.7%,37.1%,17.1%,1.4%
562,0968	,b2011104,汽车生产过程控制,冯威,74.2,93,62,40,40,5%,7.5%,70%,17.5%,0%
622,0969	,b2011105,汽车试验学,林清芝,81.1,95,64,71,70,12.9%,37.1%,25.7%,24.3%,0%
562,0969	,b2011105,汽车试验学,林清芝,81.5,96,64,40,40,5%,42.5%,35%,17.5%,0%
622,1908	,b1070061,女武术-1,岳芳,85.3,95,70,37,37,32.4%,40.5%,27%,0%,0%
622,1908	,b1070061,女武术-1,岳芳,85.7,95,76,36,36,30.6%,58.3%,11.1%,0%,0%
622,1908	,b1070061,女武术-1,岳芳,85.4,95,62,37,37,27%,62.2%,8.1%,2.7%,0%
622,1908	,b1070061,女武术-1,岳芳,81.5,95,62,36,36,11.1%,50%,33.3%,5.6%,0%
622,1908	,b1070061,女武术-1,岳芳,81.2,95,0,29,29,27.6%,44.8%,20.7%,3.4%,3.4%
622,1908	,b1070061,女武术-1,岳芳,82.1,95,68,36,36,22.2%,44.4%,30.6%,2.8%,0%
562,1908	,b1070061,女武术-1,岳芳,80,89,68,37,37,0%,56.8%,37.8%,5.4%,0%
562,1908	,b1070061,女武术-1,岳芳,83,91,74,39,39,5.1%,66.7%,28.2%,0%,0%
562,1908	,b1070061,女武术-1,岳芳,79.4,94,48,39,39,5.1%,51.3%,33.3%,7.7%,2.6%
562,1908	,b1070061,女武术-1,岳芳,79.8,91,66,41,41,4.9%,43.9%,46.3%,4.9%,0%
562,1908	,b1070061,女武术-1,岳芳,78.6,90,0,40,40,5%,62.5%,27.5%,2.5%,2.5%
562,1908	,b1070061,女武术-1,岳芳,78.9,89,62,37,37,0%,48.6%,43.2%,8.1%,0%
622,0972	,b2011117,数据库应用基础,刘凯,84.6,100,35,27,25,60%,16%,8%,8%,8%
622,0973	,b2011118,数据库原理与应用,吉敏,74.5,93,41,77,77,3.9%,19.5%,31.2%,28.6%,16.9%
622,0973	,b2011118,数据库原理与应用,吉敏,28,28,28,1,1,0%,0%,0%,0%,100%
562,0973	,b2011118,数据库原理与应用,吉敏,77,92,33,91,90,3.3%,31.1%,31.1%,20%,14.4%
622,0977	,b2011124,数字图像处理,秦琴,79.7,96,48,44,43,7%,25.6%,34.9%,16.3%,16.3%
562,0977	,b2011124,数字图像处理,秦琴,78.8,96,47,40,39,7.7%,25.6%,41%,15.4%,10.3%
622,1202	,b2013038,固体废弃物处理与处置,苏瑞景,83,83,83,1,1,0%,100%,0%,0%,0%
622,1202	,b2013038,固体废弃物处理与处置,苏瑞景,79,95,39,34,34,11.8%,35.3%,38.2%,8.8%,5.9%
562,1202	,b2013038,固体废弃物处理与处置,苏瑞景,81.6,95,57,27,25,16%,44%,16%,12%,12%
622,1909	,b1070065,女形-1,倪冬梅,80.6,90,61,35,36,11.1%,55.6%,30.6%,2.8%,0%
622,1909	,b1070065,女形-1,倪冬梅,81.4,95,66,36,36,8.3%,61.1%,25%,5.6%,0%
622,1909	,b1070065,女形-1,倪冬梅,81.6,95,69,36,36,5.6%,63.9%,27.8%,2.8%,0%
562,1909	,b1070065,女形-1,倪冬梅,83.8,91,74,39,39,5.1%,79.5%,15.4%,0%,0%
562,1909	,b1070065,女形-1,倪冬梅,82.3,90,71,38,38,10.5%,57.9%,31.6%,0%,0%
562,1909	,b1070065,女形-1,倪冬梅,81.4,92,64,39,37,10.8%,59.5%,21.6%,8.1%,0%
622,0677	,Y1020003,语文II,施勤,79.1,91,63,39,39,0%,41%,43.6%,15.4%,0%
622,0678	,Y1020005,数学II,沈国增,79.5,100,35,39,39,51.3%,7.7%,12.8%,7.7%,20.5%
622,0990	,b1090001,基础工程训练,蔡宝,85.2,91,72,36,36,50%,41.7%,5.6%,2.8%,0%
602,0990	,b1090001,基础工程训练,蔡宝,85.2,92,79,38,38,55.3%,31.6%,7.9%,5.3%,0%
562,0990	,b1090001,基础工程训练,蔡宝,86.6,95,79,40,40,72.5%,17.5%,10%,0%,0%
562,0990	,b1090001,基础工程训练,蔡宝,87.1,92,80,40,40,70%,25%,5%,0%,0%
582,0990	,b1090001,基础工程训练,蔡宝,83.5,86,81,2,2,0%,100%,0%,0%,0%
561,0990	,b1090001,基础工程训练,蔡宝,83.5,92,73,40,40,27.5%,62.5%,7.5%,2.5%,0%
561,0990	,b1090001,基础工程训练,蔡宝,86.7,94,68,40,40,75%,25%,0%,0%,0%
622,0989	,b1090001,基础工程训练,刘赛,85.8,94,79,17,17,70.6%,29.4%,0%,0%,0%
602,0989	,b1090001,基础工程训练,刘赛,84,90,68,38,38,36.8%,39.5%,18.4%,5.3%,0%
562,0989	,b1090001,基础工程训练,刘赛,83.8,90,62,28,28,46.4%,42.9%,10.7%,0%,0%
622,0999	,b1090001,基础工程训练,孙张驰,86.9,91,61,30,30,36.7%,50%,6.7%,3.3%,3.3%
602,0999	,b1090001,基础工程训练,孙张驰,84.3,91,67,40,40,55%,32.5%,10%,2.5%,0%
622,1130	,b1090001,基础工程训练,蓝雪,82,93,37,36,36,72.2%,19.4%,8.3%,0%,0%
602,1130	,b1090001,基础工程训练,蓝雪,81.5,93,60,38,38,57.9%,21.1%,18.4%,0%,2.6%
562,1130	,b1090001,基础工程训练,蓝雪,86.6,93,61,21,21,66.7%,28.6%,0%,0%,4.8%
562,1130	,b1090001,基础工程训练,蓝雪,86.3,94,66,40,40,65%,30%,5%,0%,0%
622,1151	,b1090001,基础工程训练,杨亮涛,86.2,91,78,25,25,64%,36%,0%,0%,0%
622,1151	,b1090001,基础工程训练,杨亮涛,89,94,83,28,28,100%,0%,0%,0%,0%
602,1151	,b1090001,基础工程训练,杨亮涛,84.9,91,74,38,38,73.7%,23.7%,0%,2.6%,0%
602,1151	,b1090001,基础工程训练,杨亮涛,83,90,63,38,38,65.8%,13.2%,13.2%,5.3%,2.6%
602,1151	,b1090001,基础工程训练,杨亮涛,86.9,94,64,38,38,57.9%,36.8%,2.6%,2.6%,0%
602,1151	,b1090001,基础工程训练,杨亮涛,87.6,94,64,39,39,35.9%,59%,2.6%,2.6%,0%
562,1151	,b1090001,基础工程训练,杨亮涛,86.5,94,70,39,39,76.9%,23.1%,0%,0%,0%
562,1151	,b1090001,基础工程训练,杨亮涛,84,94,72,25,24,62.5%,37.5%,0%,0%,0%
562,1151	,b1090001,基础工程训练,杨亮涛,84,92,68,38,37,81.1%,13.5%,2.7%,0%,2.7%
